점착제,작업자,분류,설명,이론 고형분(%),측정 고형분(%),수율(%),전환율(%),응집량(%),pH,Tg,점도(cps),초기 유화제 농도,입도(nm),Scale,모노머,용제,개시제,유화제 및 첨가제,반응시간,온도
S250617B,이민지,난부착용,[917기반] 911 조성 + MMA 4.5% + 2-HEMA 2%,0.47049999237060547,0.4616999924182892,0.7652999758720398,0.9812999963760376,0.006200000178068876,8-9,-45.93000030517578,70.0,3.95E-03,,328.3800048828125,BA 92.2 / MMA 4.5 / 2-HEMA 2 / AA 1.3,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.18wt%,4.75시간,83
S250617C,이민지,난부착용,[917기반] 911 조성 + 2-HEMA 2% + NDM 0.1%,0.4677000045776367,0.4490000009536743,0.6995999813079834,0.9599999785423279,0.0031999999191612005,8-9,-40.34000015258789,90.0,3.77E-03,,331.7099914550781,BA 87.7 / MMA 9 / 2-HEMA 2 / AA 1.3 / NDM 0.1,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.18wt% / NH4OH(P/E) 3.186g,4.75시간,83
S250617D,이민지,난부착용=921,[917기반] 911 조성 + MMA 4.5% + 2-HEMA 2% + NDM 0.1% = 921,0.4677000045776367,0.4514999985694885,0.6446999907493591,0.965399980545044,0.006500000134110451,8-9,-45.93000030517578,100.0,3.77E-03,,331.7099914550781,BA 92.2 / MMA 4.5 / 2-HEMA 2 / AA 1.3 / NDM 0.1,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.18wt% / NH4OH(P/E) 3.186g,4.75시간,83
S250613F,노항우,바이오모노머적용,[913기반] 부모노머 변경 ( CHMA > MEDOL-10 ) : NG(응집),0.4738999903202057,,,,,,,,4.14E-03,,326.9700012207031,BA 78.7 / MEDOL-10 20 / AA 1.3,증류수 104.61wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt%,4.75시간,83
S250613G,노항우,바이오모노머적용,[913기반] 부모노머 변경 ( CHMA > IBOA ),0.4691999852657318,0.4603999853134155,0.6855000257492065,0.9811999797821045,0.004399999976158142,8-9,-39.91999816894531,50.0,4.14E-03,,330.260009765625,BA 78.7 / IBOA 20 / AA 1.3,증류수 104.61wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.20wt%,4.75시간,83
S250613H,노항우,바이오모노머적용,[913기반] 부모노머 변경 ( CHMA > IBOMA ),0.4700999855995178,0.4390000104904175,0.4643999934196472,0.9337999820709229,0.13079999387264252,8-9,-40.0,50.0,4.14E-03,,329.6199951171875,BA 78.7 / IBOMA 20 / AA 1.3,증류수 104.61wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.16wt%,4.75시간,83
S250624G,이민지,장기보관성개선,[920기반] S250519A 재합성,0.48399999737739563,0.46230000257492065,0.7383000254631042,0.9552000164985657,0.05700000002980232,8-9,,40.0,2.50E-03,,316.0199890136719,BA 93.45 / MMA 4.5 / AA 1.3 / HDDA 0.75,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.20wt%,4.75시간,83
S250624H,이민지,난부착용,[917기반] S250617D 재합성,0.4668999910354614,0.453900009393692,0.7480999827384949,0.9721999764442444,0.004800000227987766,8-9,,120.0,2.50E-03,,332.2099914550781,BA 92.2 / MMA 4.5 / 2-HEMA 2 / AA 1.3 / NDM 0.1,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.21wt% / NH4OH(P/E) 3.186g,4.75시간,83
S250619G,노항우,장기보관성개선,[920기반] 주모노머 변경 ( BA > NOAA ),0.48399999737739563,0.46299999952316284,0.6001999974250793,0.95660001039505,0.03539999946951866,8-9,,50.0,2.50E-03,,316.010009765625,NOAA 94.2 / MMA 4.5 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.20wt%,4.75시간,83
S250619H,노항우,장기보관성개선,[920기반] 주모노머 변경 ( BA : NOAA = 1 : 1 ),0.48510000109672546,0.4250999987125397,0.5494999885559082,0.8762999773025513,0.01759999990463257,8-9,,50.0,2.50E-03,,315.3299865722656,BA 47.1 / NOAA 47.1 / MMA 4.5 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.15wt%,4.75시간,83
S250617F,노항우,바이오모노머적용,[913기반] 부모노머 변경 ( CHMA > MEDOL-10 : 2차 ) : NG(응집),0.4738999903202057,,,,,,,,4.14E-03,,326.9700012207031,BA 78.7 / MEDOL-10 20 / AA 1.3,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.19wt%,4.75시간,83
S250617G,노항우,바이오모노머적용,[918기반] EMA 10% 추가 첨가,0.46959999203681946,0.4088999927043915,0.6118999719619751,0.8707000017166138,0.0035000001080334187,8-9,,50.0,4.14E-03,,329.9800109863281,BA 32.98 / 2-EHA 32.98 / IBOMA 20 / EMA 10 / 2-HEMA 2 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.18wt%,4.75시간,83
S250617H,노항우,바이오모노머적용,[918기반] MMA 10% 추가 첨가,0.46939998865127563,0.436599999666214,0.7120000123977661,0.9301000237464905,0.0010999999940395355,8-9,,50.0,4.14E-03,,330.1199951171875,BA 32.98 / 2-EHA 32.98 / IBOMA 20 / MMA 10 / 2-HEMA 2 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.19wt%,4.75시간,83
S250709A,정주현,WPVC대체용,[913기반] HDDA 0.75%,0.46619999408721924,0.4194999933242798,0.45579999685287476,0.8998000025749207,0.12120000272989273,8-9,,40.0,4.14E-03,,329.9700012207031,BA 77.95 / CHMA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.18wt%,4.75시간,83
S250709B,정주현,WPVC대체용,[913기반] HDDA 0.75% + CHMA 10%,0.46619999408721924,0.4162999987602234,0.4521999955177307,0.9700000286102295,0.024900000542402267,8-9,,100.0,4.14E-03,,329.9700012207031,BA 87.95 / CHMA 10 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.18wt%,4.75시간,83
S250709C,정주현,WPVC대체용,[913기반] HDDA 0.75% + CHMA > IBOA 20%,0.46619999408721924,0.40209999680519104,0.39399999380111694,0.862500011920929,0.10360000282526016,8-9,,40.0,4.14E-03,,329.9700012207031,BA 77.95 / IBOA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.18wt%,4.75시간,83
S250709D,정주현,WPVC대체용,[913기반] HDDA 0.75% + CHMA > IBOA 10%,0.46619999408721924,0.4311999976634979,0.659500002861023,0.9248999953269958,0.04019999876618385,8-9,,40.0,4.14E-03,,329.9700012207031,BA 87.95 / IBOA 10 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.18wt%,4.75시간,83
S250714A,이민지,딥드로잉용,[919기반] 2-HEMA 2%,0.46790000796318054,0.454800009727478,0.7432000041007996,0.972000002861023,0.00559999980032444,8-9,,50.0,4.14E-03,,331.2099914550781,BA 37.98 / 2-EHA 37.98 / CHMA 20 / AA 1.3 / 2-HEMA 2 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.25wt%,4.75시간,83
S250714B,이민지,딥드로잉용,[919기반] 2-HEMA 2% + BA 단독,0.4684000015258789,0.4390999972820282,0.6639000177383423,0.9373999834060669,0.07980000227689743,8-9,,50.0,4.14E-03,,330.80999755859375,BA 75.95 / CHMA 20 / AA 1.3 / 2-HEMA 2 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.25wt%,4.75시간,83
S250623H,노항우,약점용,[919기반] CHMA 배제,0.46959999203681946,0.4498000144958496,0.6571999788284302,0.9577999711036682,0.032099999487400055,8-9,,50.0,4.14E-03,,329.9800109863281,BA 48.98 / 2-EHA 48.98 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.18wt%,4.75시간,83
S250623G,노항우,약점용,[919기반] CHMA > MA,0.4699999988079071,0.4478999972343445,0.6137999892234802,0.953000009059906,0.019999999552965164,8-9,,50.0,4.14E-03,,329.69000244140625,BA 38.98 / 2-EHA 38.98 / MA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.16wt%,4.75시간,83
S250623F,노항우,약점용,[919기반] CHMA > EMA,0.46959999203681946,0.430400013923645,0.6665999889373779,0.9164999723434448,0.04749999940395355,8-9,,50.0,4.14E-03,,329.9700012207031,BA 38.98 / 2-EHA 38.98 / EMA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.18wt%,4.75시간,83
S250704H,노항우,국책과제용,[911기반] EA 적용,0.484499990940094,0.45320001244544983,0.4772000014781952,0.9354000091552734,0.1006999984383583,8-9,,,2.50E-03,,315.7200012207031,BA 89.7 / EA 9 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.18wt%,4.75시간,83
S250704G,노항우,국책과제용,[911기반] MEDOL-10 적용,0.4844000041484833,0.4494999945163727,0.6323000192642212,0.9279999732971191,0.025100000202655792,8-9,,,2.50E-03,,315.760009765625,BA 89.7 / MEDOL-10 9 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.18wt%,4.75시간,83
S250702H,노항우,약점용,[919기반] BA 단독 + EMA 40% + AA 5%,0.4498000144958496,0.4302000105381012,0.676800012588501,0.9563999772071838,0.01360000018030405,,,10000.0,4.14E-03,,,BA 54.25 / EMA 40 / AA 5 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 1.05wt%,4.75시간,83
S250702G,노항우,약점용,[919기반] BA 단독 + MMA 40% + AA 5%,0.450300008058548,0.43479999899864197,0.7337999939918518,0.9656000137329102,0.007300000172108412,,,10000.0,4.14E-03,,,BA 54.25 / MMA 40 / AA 5 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 1.03wt%,4.75시간,83
S250702F,노항우,약점용,[919기반] BA 단독 + MMA 20% + AA 5%,0.450300008058548,0.43849998712539673,0.7506999969482422,0.973800003528595,0.013799999840557575,,,10000.0,4.14E-03,,,BA 74.25 / MMA 20 / AA 5 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 1.03wt%,4.75시간,83
S250710H,노항우,약점용,[919기반] BA 단독 + MMA 60% + AA 5% + 고형분 30%,0.29980000853538513,0.2985999882221222,0.9158999919891357,0.9959999918937683,0.0017999999690800905,7-8,,25.0,3.67E-03,,516.8900146484375,BA 34.25 / MMA 60 / AA 5 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.60wt%,4.75시간,83
S250710G,노항우,약점용,[919기반] BA 단독 + MMA 40% + AA 5% + 고형분 30%,0.2996000051498413,0.3075000047683716,0.9122999906539917,1.0263999700546265,0.0017000000225380063,7-8,,25.0,3.67E-03,,517.1099853515625,BA 54.25 / MMA 40 / AA 5 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.61wt%,4.75시간,83
S250717H,정주현,WPVC대체용,[913기반] HDDA 0.75% + 2-HEMA 2% + CHMA>IBOA,0.4681999981403351,0.45419999957084656,,0.9700999855995178,0.05469999834895134,8-9,,40.0,4.14E-03,,330.9700012207031,BA 75.95 / IBOA 20 / AA 1.3 / 2-HEMA 2 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.24wt%,4.75시간,83
S250717G,정주현,WPVC대체용,[913기반] HDDA 0.75% + 2-HEMA 2% + CHMA 10%,0.4681999981403351,0.4390999972820282,,0.9377999901771545,0.017400000244379044,8-9,,40.0,4.14E-03,,330.9700012207031,BA 85.95 / CHMA 10 / AA 1.3 / 2-HEMA 2 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.24wt%,4.75시간,83
S250717F,정주현,WPVC대체용,[913기반] HDDA 0.75% + 2-HEMA 2%,0.4681999981403351,0.438400000333786,,0.9363999962806702,0.027300000190734863,8-9,,125.0,4.14E-03,,330.9700012207031,BA 75.95 / CHMA 20 / AA 1.3 / 2-HEMA 2 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.24wt%,4.75시간,83
S250717E,이민지,딥드로잉용,[918기반] 2-HEMA 0% + BA:2-EHA=3:7,0.4681999981403351,0.4221000075340271,,0.9014999866485596,0.09120000153779984,9,,20.0,4.14E-03,,330.9700012207031,BA 23.38 / 2-EHA 54.57 / IBOMA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.24wt%,4.75시간,83
S250717B,이민지,딥드로잉용,[918기반] 2-HEMA 0% + BA:2-EHA=7:3 : NG(응집),0.4738999903202057,,,,,,,,4.14E-03,,326.9700012207031,BA 54.57 / 2-EHA 23.38 / IBOMA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt%,4.75시간,83
S250717A,이민지,딥드로잉용,[918기반] 2-HEMA 0% + BA 단독 : NG(응집),0.4738999903202057,,,,,,,,4.14E-03,,326.9700012207031,BA 77.95 / IBOMA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt%,4.75시간,83
S250723B,노항우,4223대체용,[913기반] AOMA 0.75,0.4666000008583069,0.4203000068664551,0.506600022315979,0.9007999897003174,0.09669999778270721,8-9,,50.0,4.14E-03,,329.6400146484375,BA 77.95 / CHMA 20 / AA 1.3 / AOMA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.16wt%,4.75시간,83
S250723A,노항우,4223대체용,[913기반] DPPA 0.75 : NG(응집),0.47040000557899475,,,,,,,,4.14E-03,,326.9700012207031,BA 77.95 / CHMA 20 / AA 1.3 / DPPA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt%,4.75시간,83
S250721H,이민지,딥드로잉용,[918기반] 2-HEMA 0% + BA:2-EHA=7:3 : 재현,0.4684000015258789,0.44909998774528503,,0.9588000178337097,0.07360000163316727,8-9,,80.0,4.14E-03,,330.7900085449219,BA 54.57 / 2-EHA 23.38 / IBOMA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.23wt%,4.75시간,83
S250721G,이민지,딥드로잉용,[918기반] 2-HEMA 0% + BA 단독 : 재현,0.46869999170303345,0.41530001163482666,0.5896999835968018,0.8860999941825867,0.16130000352859497,8-9,,40.0,4.14E-03,,330.57000732421875,BA 77.95 / IBOMA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.22wt%,4.75시간,83
S250724H,이민지,딥드로잉용,[918기반] 2-HEMA 0% + BA:2-EHA=8:2,0.46880000829696655,0.45840001106262207,,0.9778000116348267,0.07760000228881836,8-9,,80.0,4.14E-03,,330.489990234375,BA 62.36 / 2-EHA 15.59 / IBOMA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.21wt%,4.75시간,83
S250724G,이민지,딥드로잉용,[918기반] 2-HEMA 0% + BA:2-EHA=9:1,0.4690999984741211,0.43459999561309814,,0.9265000224113464,0.11630000174045563,8-9,,40.0,4.14E-03,,330.30999755859375,BA 70.15 / 2-EHA 7.80 / IBOMA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.20wt%,4.75시간,83
S250724F,이민지,딥드로잉용,[918기반] 2-HEMA 0% + BA 단독 : 재현,0.4672999978065491,0.44519999623298645,0.7336999773979187,0.9527000188827515,0.037300001829862595,8-9,,40.0,4.14E-03,,331.6099853515625,BA 77.95 / IBOMA 20 / AA 1.3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.28wt%,4.75시간,83
S250724B,노항우,약점용,[919기반] BA 단독 + MMA 40% + AA 3% + 고형분 30%,0.30090001225471497,0.3012000024318695,0.9230999946594238,1.0010000467300415,0.0010999999940395355,7-8,,25.0,3.67E-03,,514.8699951171875,BA 56.25 / MMA 40 / AA 3 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.47wt%,4.75시간,83
S250724A,노항우,약점용,[919기반] BA 단독 + MMA 40% + AA 1% + 고형분 30%,0.3021000027656555,0.299699991941452,0.9259999990463257,0.9921000003814697,0.002099999925121665,9,,25.0,3.67E-03,,512.969970703125,BA 58.25 / MMA 40 / AA 1 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.36wt%,4.75시간,83
S250729F,노항우,약점용,[919기반] BA 단독 + MMA 30% + AA 1% + 고형분 30%,0.30309998989105225,0.3122999966144562,0.9114999771118164,1.030400037765503,0.00430000014603138,8-9,,25.0,3.67E-03,,511.1499938964844,BA 68.25 / MMA 30 / AA 1 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.25wt%,4.75시간,83
S250729G,노항우,약점용,[919기반] BA 단독 + MMA 35% + AA 1% + 고형분 30%,0.30320000648498535,0.2953000068664551,0.9334999918937683,0.9739000201225281,0.003000000026077032,8-9,,25.0,3.67E-03,,511.1000061035156,BA 63.25 / MMA 35 / AA 1 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.25wt%,4.75시간,83
S250729H,노항우,4223대체용,[913기반] BA : NOAA = 1 : 1,0.4629000127315521,0.44830000400543213,0.6312999725341797,0.968500018119812,0.03290000185370445,8-9,,50.0,4.14E-03,,330.5400085449219,BA 39.35 / NOAA 39.35 / CHMA 20 / AA 1.3,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.21wt%,4.75시간,83
S250811H,노항우,약점용,[919기반] BA 단독 + IBOA 40% + AA 1% + 2-HEMA 2% + 고형분 30%,0.30320000648498535,0.28290000557899475,0.9143999814987183,0.9330000281333923,0.0007999999797903001,8-9,-20.350000381469727,25.0,3.67E-03,,511.0400085449219,BA 56.25 / IBOA 40 / AA 1 / 2-HEMA 2 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.24wt%,4.75시간,83
S250811G,노항우,약점용,[919기반] BA 단독 + CHMA 40% + AA 1% + 2-HEMA 2% + 고형분 30%,0.30309998989105225,0.3000999987125397,0.9243999719619751,0.9901000261306763,0.0020000000949949026,8-9,-13.789999961853027,25.0,3.67E-03,,511.1300048828125,BA 56.25 / CHMA 40 / AA 1 / 2-HEMA 2 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.25wt%,4.75시간,83
S250811F,노항우,약점용,[919기반] BA 단독 + MMA 40% + AA 1% + 2-HEMA 2% + 고형분 30%,0.2930000126361847,0.30309998989105225,0.9144999980926514,0.96670001745224,0.0013000000035390258,8-9,2.2799999713897705,25.0,3.67E-03,,511.20001220703125,BA 56.25 / MMA 40 / AA 1 / 2-HEMA 2 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.25wt%,4.75시간,83
S250808H,노항우,장기보관성개선,[911기반] MMA 4.5% + POEA 4.5%,0.48420000076293945,0.46480000019073486,0.6308000087738037,0.9599000215530396,0.09539999812841415,8-9,,50.0,2.50E-03,,315.8999938964844,BA 89.7 / MMA 4.5 / POEA 4.5 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.19wt%,4.75시간,83
S250808G,노항우,장기보관성개선,[911기반] MMA > POEA,0.48399999737739563,0.4496000111103058,0.5364999771118164,0.9289000034332275,0.09390000253915787,8-9,,50.0,2.50E-03,,316.0299987792969,BA 89.7 / POEA 9 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.20wt%,4.75시간,83
S250808F,노항우,장기보관성개선,[920기반] MMA > POEA,0.4844000041484833,0.4505000114440918,0.5784000158309937,0.9300000071525574,0.06960000097751617,8-9,,50.0,2.50E-03,,315.7799987792969,BA 93.45 / POEA 4.5 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.50wt%(초기 0.03wt%) / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.18wt%,4.75시간,83
S250801H,노항우,약점용,[919기반] BA 단독 + MMA 35% + AA 1% + 2-HEMA 2% + 고형분 30%,0.30320000648498535,0.2896000146865845,0.9269999861717224,0.9550999999046326,0.00139999995008111,8-9,-5.139999866485596,25.0,3.67E-03,,511.0899963378906,BA 61.25 / MMA 35 / AA 1 / 2-HEMA 2 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.25wt%,4.75시간,83
S250801G,노항우,약점용,[919기반] BA 단독 + MMA 30% + AA 1% + 2-HEMA 2% + 고형분 30%,0.30309998989105225,0.29580000042915344,0.9088000059127808,0.9758999943733215,0.002300000051036477,8-9,-12.350000381469727,25.0,3.67E-03,,511.1499938964844,BA 66.25 / MMA 30 / AA 1 / 2-HEMA 2 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.25wt%,4.75시간,83
S250801F,노항우,약점용,[919기반] BA 단독 + MMA 30% + AA 1% + 고형분 30% : 재현,0.30320000648498535,0.29499998688697815,0.9240000247955322,0.9729999899864197,0.0010000000474974513,8-9,-14.239999771118164,25.0,3.67E-03,,511.0199890136719,BA 68.25 / MMA 30 / AA 1 / HDDA 0.75,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.24wt%,4.75시간,83
S250729H,노항우,4223대체용,[913기반] BA : NOAA = 1 : 1,0.4629000127315521,0.44830000400543213,0.6312999725341797,0.968500018119812,0.03290000185370445,8-9,,50.0,4.14E-03,,330.5400085449219,BA 39.35 / NOAA 39.35 / CHMA 20 / AA 1.3,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.21wt%,4.75시간,83
